Club,Year,Player,Player ID,Team ID
arsenal,1993,neil heaney,1414,arsenal1993
arsenal,1993,david hillier,4377,arsenal1993
arsenal,1993,john jensen,7800,arsenal1993
arsenal,1993,martin keown,16,arsenal1993
arsenal,1993,anders limpar,37097,arsenal1993
arsenal,1993,andy linighan,1727,arsenal1993
arsenal,1993,pål lydersen,34225,arsenal1993
arsenal,1993,scott marshall,4327,arsenal1993
arsenal,1993,gavin mcgowan,4481,arsenal1993
arsenal,1993,paul merson,57,arsenal1993
arsenal,1993,alan miller,3909,arsenal1993
arsenal,1993,steve morrow,4117,arsenal1993
arsenal,1993,david oleary,37382,arsenal1993
arsenal,1993,ray parlour,25,arsenal1993
arsenal,1993,colin pates,26148,arsenal1993
arsenal,1993,david seaman,5,arsenal1993
arsenal,1993,ian selley,4266,arsenal1993
arsenal,1993,alan smith,25601,arsenal1993
arsenal,1993,nigel winterburn,20,arsenal1993
arsenal,1993,ian wright,2700,arsenal1993
arsenal,1993,jason brissett,874,arsenal1993
arsenal,1993,craig gaunt,11238,arsenal1993
arsenal,1993,matt joseph,5131,arsenal1993
arsenal,1993,gary mckeown,20986,arsenal1993
arsenal,1993,paul read,4484,arsenal1993
arsenal,1993,paul shaw,3998,arsenal1993
arsenal,1993,james will,39504,arsenal1993
arsenal,1994,tony adams,31,arsenal1994
arsenal,1994,steve bould,484,arsenal1994
arsenal,1994,kevin campbell,196,arsenal1994
arsenal,1994,paul davis,27871,arsenal1994
arsenal,1994,paul dickov,1127,arsenal1994
arsenal,1994,lee dixon,14,arsenal1994
arsenal,1994,mark flatts,31132,arsenal1994
arsenal,1994,neil heaney,1414,arsenal1994
arsenal,1994,david hillier,4377,arsenal1994
arsenal,1994,john jensen,7800,arsenal1994
arsenal,1994,martin keown,16,arsenal1994
arsenal,1994,anders limpar,37097,arsenal1994
arsenal,1994,andy linighan,1727,arsenal1994
arsenal,1994,eddie mcgoldrick,31127,arsenal1994
arsenal,1994,paul merson,57,arsenal1994
arsenal,1994,alan miller,3909,arsenal1994
arsenal,1994,steve morrow,4117,arsenal1994
arsenal,1994,ray parlour,25,arsenal1994
arsenal,1994,david seaman,5,arsenal1994
arsenal,1994,ian selley,4266,arsenal1994
arsenal,1994,alan smith,25601,arsenal1994
arsenal,1994,nigel winterburn,20,arsenal1994
arsenal,1994,ian wright,2700,arsenal1994
arsenal,1994,jason brissett,874,arsenal1994
arsenal,1994,jimmy carter,30111,arsenal1994
arsenal,1994,adrian clarke,17627,arsenal1994
arsenal,1994,ryan kirby,18320,arsenal1994
arsenal,1994,pål lydersen,34225,arsenal1994
arsenal,1994,scott marshall,4327,arsenal1994
arsenal,1994,gavin mcgowan,4481,arsenal1994
arsenal,1994,paul read,4484,arsenal1994
arsenal,1994,paul shaw,3998,arsenal1994
arsenal,1994,james will,39504,arsenal1994
arsenal,1995,tony adams,31,arsenal1995
arsenal,1995,vince bartram,764,arsenal1995
arsenal,1995,steve bould,484,arsenal1995
arsenal,1995,kevin campbell,196,arsenal1995
arsenal,1995,jimmy carter,30111,arsenal1995
arsenal,1995,adrian clarke,17627,arsenal1995
arsenal,1995,paul davis,27871,arsenal1995
arsenal,1995,paul dickov,1127,arsenal1995
arsenal,1995,lee dixon,14,arsenal1995
arsenal,1995,mark flatts,31132,arsenal1995
arsenal,1995,john hartson,599,arsenal1995
arsenal,1995,glenn helder,37961,arsenal1995
arsenal,1995,david hillier,4377,arsenal1995
arsenal,1995,stephen hughes,2319,arsenal1995
arsenal,1995,john jensen,7800,arsenal1995
arsenal,1995,martin keown,16,arsenal1995
arsenal,1995,chris kiwomya,4110,arsenal1995
arsenal,1995,andy linighan,1727,arsenal1995
arsenal,1995,eddie mcgoldrick,31127,arsenal1995
arsenal,1995,gavin mcgowan,4481,arsenal1995
arsenal,1995,paul merson,57,arsenal1995
arsenal,1995,steve morrow,4117,arsenal1995
arsenal,1995,ray parlour,25,arsenal1995
arsenal,1995,stefan schwarz,483,arsenal1995
arsenal,1995,david seaman,5,arsenal1995
arsenal,1995,ian selley,4266,arsenal1995
arsenal,1995,paul shaw,3998,arsenal1995
arsenal,1995,alan smith,25601,arsenal1995
arsenal,1995,nigel winterburn,20,arsenal1995
arsenal,1995,ian wright,2700,arsenal1995
arsenal,1995,lee harper,4107,arsenal1995
arsenal,1995,pål lydersen,34225,arsenal1995
arsenal,1995,scott marshall,4327,arsenal1995
arsenal,1995,paul read,4484,arsenal1995
arsenal,1995,matthew rose,4125,arsenal1995
arsenal,1996,tony adams,31,arsenal1996
arsenal,1996,dennis bergkamp,7,arsenal1996
arsenal,1996,steve bould,484,arsenal1996
arsenal,1996,adrian clarke,17627,arsenal1996
arsenal,1996,paul dickov,1127,arsenal1996
arsenal,1996,lee dixon,14,arsenal1996
arsenal,1996,john hartson,599,arsenal1996
arsenal,1996,glenn helder,37961,arsenal1996
arsenal,1996,david hillier,4377,arsenal1996
arsenal,1996,stephen hughes,2319,arsenal1996
arsenal,1996,john jensen,7800,arsenal1996
arsenal,1996,martin keown,16,arsenal1996
arsenal,1996,andy linighan,1727,arsenal1996
arsenal,1996,scott marshall,4327,arsenal1996
arsenal,1996,eddie mcgoldrick,31127,arsenal1996
arsenal,1996,gavin mcgowan,4481,arsenal1996
arsenal,1996,paul merson,57,arsenal1996
arsenal,1996,steve morrow,4117,arsenal1996
arsenal,1996,ray parlour,25,arsenal1996
arsenal,1996,david platt,4061,arsenal1996
arsenal,1996,matthew rose,4125,arsenal1996
arsenal,1996,david seaman,5,arsenal1996
arsenal,1996,paul shaw,3998,arsenal1996
arsenal,1996,nigel winterburn,20,arsenal1996
arsenal,1996,ian wright,2700,arsenal1996
arsenal,1996,vince bartram,764,arsenal1996
arsenal,1996,michael black,4222,arsenal1996
arsenal,1996,mark flatts,31132,arsenal1996
arsenal,1996,lee harper,4107,arsenal1996
arsenal,1996,chris kiwomya,4110,arsenal1996
arsenal,1996,john lukic,13,arsenal1996
arsenal,1996,roy obrien,11051,arsenal1996
arsenal,1996,isaiah rankin,77,arsenal1996
arsenal,1996,paul read,4484,arsenal1996
arsenal,1996,stefan schwarz,483,arsenal1996
arsenal,1996,ian selley,4266,arsenal1996
arsenal,1996,matthew wicks,4655,arsenal1996
arsenal,1997,tony adams,31,arsenal1997
arsenal,1997,nicolas anelka,7061,arsenal1997
arsenal,1997,dennis bergkamp,7,arsenal1997
arsenal,1997,steve bould,484,arsenal1997
arsenal,1997,paul dickov,1127,arsenal1997
arsenal,1997,lee dixon,14,arsenal1997
arsenal,1997,remi garde,22759,arsenal1997
arsenal,1997,lee harper,4107,arsenal1997
arsenal,1997,john hartson,599,arsenal1997
arsenal,1997,glenn helder,37961,arsenal1997
arsenal,1997,david hillier,4377,arsenal1997
arsenal,1997,stephen hughes,2319,arsenal1997
arsenal,1997,martin keown,16,arsenal1997
arsenal,1997,andy linighan,1727,arsenal1997
arsenal,1997,john lukic,13,arsenal1997
arsenal,1997,scott marshall,4327,arsenal1997
arsenal,1997,gavin mcgowan,4481,arsenal1997
arsenal,1997,paul merson,57,arsenal1997
arsenal,1997,steve morrow,4117,arsenal1997
arsenal,1997,ray parlour,25,arsenal1997
arsenal,1997,david platt,4061,arsenal1997
arsenal,1997,matthew rose,4125,arsenal1997
arsenal,1997,david seaman,5,arsenal1997
arsenal,1997,ian selley,4266,arsenal1997
arsenal,1997,paul shaw,3998,arsenal1997
arsenal,1997,patrick vieira,23,arsenal1997
arsenal,1997,nigel winterburn,20,arsenal1997
arsenal,1997,ian wright,2700,arsenal1997
arsenal,1997,vince bartram,764,arsenal1997
arsenal,1997,michael black,4222,arsenal1997
arsenal,1997,adrian clarke,17627,arsenal1997
arsenal,1997,jason crowe,1046,arsenal1997
arsenal,1997,chris kiwomya,4110,arsenal1997
arsenal,1997,eddie mcgoldrick,31127,arsenal1997
arsenal,1997,marc overmars,15,arsenal1997
arsenal,1997,isaiah rankin,77,arsenal1997
arsenal,1997,paul read,4484,arsenal1997
arsenal,1998,tony adams,31,arsenal1998
arsenal,1998,nicolas anelka,7061,arsenal1998
arsenal,1998,dennis bergkamp,7,arsenal1998
arsenal,1998,luis boa,morte,arsenal1998
arsenal,1998,steve bould,484,arsenal1998
arsenal,1998,jason crowe,1046,arsenal1998
arsenal,1998,lee dixon,14,arsenal1998
arsenal,1998,remi garde,22759,arsenal1998
arsenal,1998,gilles grimandi,10,arsenal1998
arsenal,1998,stephen hughes,2319,arsenal1998
arsenal,1998,martin keown,16,arsenal1998
arsenal,1998,alex manninger,1,arsenal1998
arsenal,1998,scott marshall,4327,arsenal1998
arsenal,1998,gavin mcgowan,4481,arsenal1998
arsenal,1998,alberto mendez,6168,arsenal1998
arsenal,1998,jehad muntasser,42588,arsenal1998
arsenal,1998,marc overmars,15,arsenal1998
arsenal,1998,ray parlour,25,arsenal1998
arsenal,1998,emmanuel petit,8,arsenal1998
arsenal,1998,david platt,4061,arsenal1998
arsenal,1998,isaiah rankin,77,arsenal1998
arsenal,1998,david seaman,5,arsenal1998
arsenal,1998,matthew upson,17,arsenal1998
arsenal,1998,paolo vernazza,24,arsenal1998
arsenal,1998,patrick vieira,23,arsenal1998
arsenal,1998,nigel winterburn,20,arsenal1998
arsenal,1998,christopher wreh,4,arsenal1998
arsenal,1998,ian wright,2700,arsenal1998
arsenal,1998,vince bartram,764,arsenal1998
arsenal,1998,michael black,4222,arsenal1998
arsenal,1998,jamie day,4292,arsenal1998
arsenal,1998,glenn helder,37961,arsenal1998
arsenal,1998,richard hughes,4299,arsenal1998
arsenal,1998,chris kiwomya,4110,arsenal1998
arsenal,1998,greg lincoln,6167,arsenal1998
arsenal,1998,john lukic,13,arsenal1998
arsenal,1998,brian mcgovern,3,arsenal1998
arsenal,1998,guilliaume norbert,11336,arsenal1998
arsenal,1998,ian selley,4266,arsenal1998
arsenal,1998,paul shaw,3998,arsenal1998
arsenal,1998,stuart taylor,28,arsenal1998
arsenal,1999,tony adams,31,arsenal1999
arsenal,1999,nicolas anelka,7061,arsenal1999
arsenal,1999,dennis bergkamp,7,arsenal1999
arsenal,1999,michael black,4222,arsenal1999
arsenal,1999,luis boa,morte,arsenal1999
arsenal,1999,steve bould,484,arsenal1999
arsenal,1999,fabian caballero,6450,arsenal1999
arsenal,1999,jason crowe,1046,arsenal1999
arsenal,1999,kaba diawara,6358,arsenal1999
arsenal,1999,lee dixon,14,arsenal1999
arsenal,1999,remi garde,22759,arsenal1999
arsenal,1999,gilles grimandi,10,arsenal1999
arsenal,1999,david grondin,3826,arsenal1999
arsenal,1999,stephen hughes,2319,arsenal1999
arsenal,1999,nwankwo kanu,21,arsenal1999
arsenal,1999,martin keown,16,arsenal1999
arsenal,1999,freddie ljungberg,9,arsenal1999
arsenal,1999,alex manninger,1,arsenal1999
arsenal,1999,alberto mendez,6168,arsenal1999
arsenal,1999,ömer riza,6277,arsenal1999
arsenal,1999,marc overmars,15,arsenal1999
arsenal,1999,ray parlour,25,arsenal1999
arsenal,1999,emmanuel petit,8,arsenal1999
arsenal,1999,david seaman,5,arsenal1999
arsenal,1999,matthew upson,17,arsenal1999
arsenal,1999,paolo vernazza,24,arsenal1999
arsenal,1999,patrick vieira,23,arsenal1999
arsenal,1999,nelson vivas,18,arsenal1999
arsenal,1999,nigel winterburn,20,arsenal1999
arsenal,1999,christopher wreh,4,arsenal1999
arsenal,1999,graham barrett,11,arsenal1999
arsenal,1999,tommy black,30,arsenal1999
arsenal,1999,ashley cole,2,arsenal1999
arsenal,1999,jamie day,4292,arsenal1999
arsenal,1999,willie huck,4298,arsenal1999
arsenal,1999,greg lincoln,6167,arsenal1999
arsenal,1999,david livermore,4515,arsenal1999
arsenal,1999,john lukic,13,arsenal1999
arsenal,1999,oleg luzhny,22,arsenal1999
arsenal,1999,brian mcgovern,3,arsenal1999
arsenal,1999,eric obinna,chukwunyelu,arsenal1999
arsenal,1999,jermaine pennant,12,arsenal1999
arsenal,1999,stuart taylor,28,arsenal1999
arsenal,2000,tony adams,31,arsenal2000
arsenal,2000,graham barrett,11,arsenal2000
arsenal,2000,dennis bergkamp,7,arsenal2000
arsenal,2000,tommy black,30,arsenal2000
arsenal,2000,luis boa,morte,arsenal2000
arsenal,2000,ashley cole,2,arsenal2000
arsenal,2000,lee dixon,14,arsenal2000
arsenal,2000,julian gray,619,arsenal2000
arsenal,2000,gilles grimandi,10,arsenal2000
arsenal,2000,thierry henry,29,arsenal2000
arsenal,2000,stephen hughes,2319,arsenal2000
arsenal,2000,nwankwo kanu,21,arsenal2000
arsenal,2000,martin keown,16,arsenal2000
arsenal,2000,freddie ljungberg,9,arsenal2000
arsenal,2000,oleg luzhny,22,arsenal2000
arsenal,2000,stefan malz,27,arsenal2000
arsenal,2000,alex manninger,1,arsenal2000
arsenal,2000,brian mcgovern,3,arsenal2000
arsenal,2000,marc overmars,15,arsenal2000
arsenal,2000,ray parlour,25,arsenal2000
arsenal,2000,jermaine pennant,12,arsenal2000
arsenal,2000,emmanuel petit,8,arsenal2000
arsenal,2000,david seaman,5,arsenal2000
arsenal,2000,davor suker,6,arsenal2000
arsenal,2000,matthew upson,17,arsenal2000
arsenal,2000,paolo vernazza,24,arsenal2000
arsenal,2000,patrick vieira,23,arsenal2000
arsenal,2000,nelson vivas,18,arsenal2000
arsenal,2000,rhys weston,26,arsenal2000
arsenal,2000,nigel winterburn,20,arsenal2000
arsenal,2000,christopher wreh,4,arsenal2000
arsenal,2000,narada bernard,3823,arsenal2000
arsenal,2000,jay bothroyd,3835,arsenal2000
arsenal,2000,niccolo galli,19,arsenal2000
arsenal,2000,david grondin,3826,arsenal2000
arsenal,2000,greg lincoln,6167,arsenal2000
arsenal,2000,john lukic,13,arsenal2000
arsenal,2000,eric obinna,chukwunyelu,arsenal2000
arsenal,2000,ömer riza,6277,arsenal2000
arsenal,2000,stuart taylor,28,arsenal2000
arsenal,2000,jerome thomas,18846,arsenal2000
arsenal,2000,moritz volz,626,arsenal2000
arsenal,2001,tony adams,31,arsenal2001
arsenal,2001,graham barrett,11,arsenal2001
arsenal,2001,dennis bergkamp,7,arsenal2001
arsenal,2001,lee canoville,10308,arsenal2001
arsenal,2001,ashley cole,2,arsenal2001
arsenal,2001,tomas danilevicius,11462,arsenal2001
arsenal,2001,lee dixon,14,arsenal2001
arsenal,2001,gilles grimandi,10,arsenal2001
arsenal,2001,thierry henry,29,arsenal2001
arsenal,2001,nwankwo kanu,21,arsenal2001
arsenal,2001,martin keown,16,arsenal2001
arsenal,2001,freddie ljungberg,9,arsenal2001
arsenal,2001,john lukic,13,arsenal2001
arsenal,2001,oleg luzhny,22,arsenal2001
arsenal,2001,stefan malz,27,arsenal2001
arsenal,2001,alex manninger,1,arsenal2001
arsenal,2001,alberto mendez,6168,arsenal2001
arsenal,2001,ray parlour,25,arsenal2001
arsenal,2001,jermaine pennant,12,arsenal2001
arsenal,2001,robert pires,2147,arsenal2001
arsenal,2001,david seaman,5,arsenal2001
arsenal,2001,igors stepanovs,7660,arsenal2001
arsenal,2001,stuart taylor,28,arsenal2001
arsenal,2001,matthew upson,17,arsenal2001
arsenal,2001,paolo vernazza,24,arsenal2001
arsenal,2001,patrick vieira,23,arsenal2001
arsenal,2001,nelson vivas,18,arsenal2001
arsenal,2001,moritz volz,626,arsenal2001
arsenal,2001,rhys weston,26,arsenal2001
arsenal,2001,sylvain wiltord,2683,arsenal2001
arsenal,2001,christopher wreh,4,arsenal2001
arsenal,2001,liam chilvers,11502,arsenal2001
arsenal,2001,guy demel,3770,arsenal2001
arsenal,2001,niccolo galli,19,arsenal2001
arsenal,2001,david grondin,3826,arsenal2001
arsenal,2001,john halls,16503,arsenal2001
arsenal,2001,james harper,11546,arsenal2001
arsenal,2001,jo kuffour,16504,arsenal2001
arsenal,2001,greg lincoln,6167,arsenal2001
arsenal,2001,brian mcgovern,3,arsenal2001
arsenal,2001,david noble,15029,arsenal2001
arsenal,2001,guilliaume norbert,11336,arsenal2001
arsenal,2001,greg oates,18715,arsenal2001
arsenal,2001,eric obinna,chukwunyelu,arsenal2001
arsenal,2001,graham stack,18510,arsenal2001
arsenal,2001,sebastian svard,11327,arsenal2001
arsenal,2001,jerome thomas,18846,arsenal2001
arsenal,2002,tony adams,31,arsenal2002
arsenal,2002,jeremie aliadiere,18520,arsenal2002
arsenal,2002,dennis bergkamp,7,arsenal2002
arsenal,2002,sol campbell,513,arsenal2002
arsenal,2002,ashley cole,2,arsenal2002
arsenal,2002,lee dixon,14,arsenal2002
arsenal,2002,gilles grimandi,10,arsenal2002
arsenal,2002,john halls,16503,arsenal2002
arsenal,2002,thierry henry,29,arsenal2002
arsenal,2002,junichi inamoto,15240,arsenal2002
arsenal,2002,carlin itonga,18118,arsenal2002
arsenal,2002,francis jeffers,192,arsenal2002
arsenal,2002,nwankwo kanu,21,arsenal2002
arsenal,2002,martin keown,16,arsenal2002
arsenal,2002,freddie ljungberg,9,arsenal2002
arsenal,2002,oleg luzhny,22,arsenal2002
arsenal,2002,ray parlour,25,arsenal2002
arsenal,2002,jermaine pennant,12,arsenal2002
arsenal,2002,robert pires,2147,arsenal2002
arsenal,2002,rohan ricketts,18115,arsenal2002
arsenal,2002,david seaman,5,arsenal2002
arsenal,2002,igors stepanovs,7660,arsenal2002
arsenal,2002,sebastian svard,11327,arsenal2002
arsenal,2002,stathis tavlaridis,12127,arsenal2002
arsenal,2002,stuart taylor,28,arsenal2002
arsenal,2002,matthew upson,17,arsenal2002
arsenal,2002,giovanni van,bronckhorst,arsenal2002
arsenal,2002,patrick vieira,23,arsenal2002
arsenal,2002,sylvain wiltord,2683,arsenal2002
arsenal,2002,richard wright,2192,arsenal2002
arsenal,2002,jamie ashdown,4678,arsenal2002
arsenal,2002,graham barrett,11,arsenal2002
arsenal,2002,david bentley,20150,arsenal2002
arsenal,2002,jermaine brown,20383,arsenal2002
arsenal,2002,liam chilvers,11502,arsenal2002
arsenal,2002,ben chorley,19519,arsenal2002
arsenal,2002,david grondin,3826,arsenal2002
arsenal,2002,craig holloway,18635,arsenal2002
arsenal,2002,jo kuffour,16504,arsenal2002
arsenal,2002,alex manninger,1,arsenal2002
arsenal,2002,alberto mendez,6168,arsenal2002
arsenal,2002,david noble,15029,arsenal2002
arsenal,2002,greg oates,18715,arsenal2002
arsenal,2002,stephen santry,18783,arsenal2002
arsenal,2002,steve sidwell,18002,arsenal2002
arsenal,2002,ólafur ingi,skúlason,arsenal2002
arsenal,2002,john spicer,20811,arsenal2002
arsenal,2002,graham stack,18510,arsenal2002
arsenal,2002,jerome thomas,18846,arsenal2002
arsenal,2002,kolo touré,18755,arsenal2002
arsenal,2002,moritz volz,626,arsenal2002
arsenal,2003,jeremie aliadiere,18520,arsenal2003
arsenal,2003,david bentley,20150,arsenal2003
arsenal,2003,dennis bergkamp,7,arsenal2003
arsenal,2003,sol campbell,513,arsenal2003
arsenal,2003,ashley cole,2,arsenal2003
arsenal,2003,pascal cygan,8737,arsenal2003
arsenal,2003,ryan garry,20065,arsenal2003
arsenal,2003,gilberto silva,18931,arsenal2003
arsenal,2003,thierry henry,29,arsenal2003
arsenal,2003,justin hoyte,20807,arsenal2003
arsenal,2003,francis jeffers,192,arsenal2003
arsenal,2003,nwankwo kanu,21,arsenal2003
arsenal,2003,martin keown,16,arsenal2003
arsenal,2003,freddie ljungberg,9,arsenal2003
arsenal,2003,oleg luzhny,22,arsenal2003
arsenal,2003,ray parlour,25,arsenal2003
arsenal,2003,jermaine pennant,12,arsenal2003
arsenal,2003,robert pires,2147,arsenal2003
arsenal,2003,david seaman,5,arsenal2003
arsenal,2003,rami shaaban,19652,arsenal2003
arsenal,2003,igors stepanovs,7660,arsenal2003
arsenal,2003,sebastian svard,11327,arsenal2003
arsenal,2003,stathis tavlaridis,12127,arsenal2003
arsenal,2003,stuart taylor,28,arsenal2003
arsenal,2003,kolo touré,18755,arsenal2003
arsenal,2003,matthew upson,17,arsenal2003
arsenal,2003,giovanni van,bronckhorst,arsenal2003
arsenal,2003,patrick vieira,23,arsenal2003
arsenal,2003,moritz volz,626,arsenal2003
arsenal,2003,sylvain wiltord,2683,arsenal2003
arsenal,2003,alex bailey,22754,arsenal2003
arsenal,2003,graham barrett,11,arsenal2003
arsenal,2003,stephen bradley,42413,arsenal2003
arsenal,2003,jermaine brown,20383,arsenal2003
arsenal,2003,liam chilvers,11502,arsenal2003
arsenal,2003,ben chorley,19519,arsenal2003
arsenal,2003,michael gordon,20307,arsenal2003
arsenal,2003,david grondin,3826,arsenal2003
arsenal,2003,john halls,16503,arsenal2003
arsenal,2003,craig holloway,18635,arsenal2003
arsenal,2003,carlin itonga,18118,arsenal2003
arsenal,2003,nicky nicolau,22374,arsenal2003
arsenal,2003,david noble,15029,arsenal2003
arsenal,2003,steve sidwell,18002,arsenal2003
arsenal,2003,ólafur ingi,skúlason,arsenal2003
arsenal,2003,john spicer,20811,arsenal2003
arsenal,2003,graham stack,18510,arsenal2003
arsenal,2003,jerome thomas,18846,arsenal2003
arsenal,2003,guillaume warmuz,2643,arsenal2003
arsenal,2004,jeremie aliadiere,18520,arsenal2004
arsenal,2004,david bentley,20150,arsenal2004
arsenal,2004,dennis bergkamp,7,arsenal2004
arsenal,2004,sol campbell,513,arsenal2004
arsenal,2004,gaël clichy,20442,arsenal2004
arsenal,2004,ashley cole,2,arsenal2004
arsenal,2004,pascal cygan,8737,arsenal2004
arsenal,2004,cesc fàbregas,20808,arsenal2004
arsenal,2004,gilberto silva,18931,arsenal2004
arsenal,2004,thierry henry,29,arsenal2004
arsenal,2004,justin hoyte,20807,arsenal2004
arsenal,2004,francis jeffers,192,arsenal2004
arsenal,2004,nwankwo kanu,21,arsenal2004
arsenal,2004,martin keown,16,arsenal2004
arsenal,2004,jens lehmann,9458,arsenal2004
arsenal,2004,freddie ljungberg,9,arsenal2004
arsenal,2004,quincy owusu,abeyie,arsenal2004
arsenal,2004,michal papadopulos,21328,arsenal2004
arsenal,2004,ray parlour,25,arsenal2004
arsenal,2004,robert pires,2147,arsenal2004
arsenal,2004,josé antonio,reyes,arsenal2004
arsenal,2004,frankie simek,21327,arsenal2004
arsenal,2004,ólafur ingi,skúlason,arsenal2004
arsenal,2004,ryan smith,20810,arsenal2004
arsenal,2004,john spicer,20811,arsenal2004
arsenal,2004,graham stack,18510,arsenal2004
arsenal,2004,stathis tavlaridis,12127,arsenal2004
arsenal,2004,jerome thomas,18846,arsenal2004
arsenal,2004,kolo touré,18755,arsenal2004
arsenal,2004,giovanni van,bronckhorst,arsenal2004
arsenal,2004,patrick vieira,23,arsenal2004
arsenal,2004,sylvain wiltord,2683,arsenal2004
arsenal,2004,adam birchall,41899,arsenal2004
arsenal,2004,stephen bradley,42413,arsenal2004
arsenal,2004,liam chilvers,11502,arsenal2004
arsenal,2004,pat cregg,42460,arsenal2004
arsenal,2004,ryan garry,20065,arsenal2004
arsenal,2004,john halls,16503,arsenal2004
arsenal,2004,craig holloway,18635,arsenal2004
arsenal,2004,nicky nicolau,22374,arsenal2004
arsenal,2004,jermaine pennant,12,arsenal2004
arsenal,2004,philippe senderos,20441,arsenal2004
arsenal,2004,rami shaaban,19652,arsenal2004
arsenal,2004,igors stepanovs,7660,arsenal2004
arsenal,2004,sebastian svard,11327,arsenal2004
arsenal,2004,stuart taylor,28,arsenal2004
arsenal,2004,moritz volz,626,arsenal2004
arsenal,2005,jeremie aliadiere,18520,arsenal2005
arsenal,2005,manuel almunia,16306,arsenal2005
arsenal,2005,dennis bergkamp,7,arsenal2005
arsenal,2005,sol campbell,513,arsenal2005
arsenal,2005,gaël clichy,20442,arsenal2005
arsenal,2005,ashley cole,2,arsenal2005
arsenal,2005,pat cregg,42460,arsenal2005
arsenal,2005,pascal cygan,8737,arsenal2005
arsenal,2005,johann djourou,42459,arsenal2005
arsenal,2005,emmanuel eboué,40330,arsenal2005
arsenal,2005,cesc fàbregas,20808,arsenal2005
arsenal,2005,mathieu flamini,22487,arsenal2005
arsenal,2005,gilberto silva,18931,arsenal2005
arsenal,2005,thierry henry,29,arsenal2005
arsenal,2005,justin hoyte,20807,arsenal2005
arsenal,2005,daniel karbassiyoon,42457,arsenal2005
arsenal,2005,seb larsson,42418,arsenal2005
arsenal,2005,jens lehmann,9458,arsenal2005
arsenal,2005,freddie ljungberg,9,arsenal2005
arsenal,2005,arturo lupoli,42458,arsenal2005
arsenal,2005,quincy owusu,abeyie,arsenal2005
arsenal,2005,jermaine pennant,12,arsenal2005
arsenal,2005,robert pires,2147,arsenal2005
arsenal,2005,josé antonio,reyes,arsenal2005
arsenal,2005,philippe senderos,20441,arsenal2005
arsenal,2005,ryan smith,20810,arsenal2005
arsenal,2005,sebastian svard,11327,arsenal2005
arsenal,2005,kolo touré,18755,arsenal2005
arsenal,2005,robin van,persie,arsenal2005
arsenal,2005,patrick vieira,23,arsenal2005
arsenal,2005,david bentley,20150,arsenal2005
arsenal,2005,adam birchall,41899,arsenal2005
arsenal,2005,jordan fowler,42490,arsenal2005
arsenal,2005,ryan garry,20065,arsenal2005
arsenal,2005,matthew hislop,42812,arsenal2005
arsenal,2005,francis jeffers,192,arsenal2005
arsenal,2005,michael jordan,42489,arsenal2005
arsenal,2005,frankie simek,21327,arsenal2005
arsenal,2005,ólafur ingi,skúlason,arsenal2005
arsenal,2005,john spicer,20811,arsenal2005
arsenal,2005,graham stack,18510,arsenal2005
arsenal,2005,stuart taylor,28,arsenal2005
arsenal,2005,chris wright,42604,arsenal2005
arsenal,2006,emmanuel adebayor,18443,arsenal2006
arsenal,2006,manuel almunia,16306,arsenal2006
arsenal,2006,nicklas bendtner,49250,arsenal2006
arsenal,2006,dennis bergkamp,7,arsenal2006
arsenal,2006,sol campbell,513,arsenal2006
arsenal,2006,gaël clichy,20442,arsenal2006
